الاجمالي,الرصيد,الايراد,المصروف,التاريخ,ملاحظات,ID
123204,-231,,231,"08/14/25 00:00:00","إضافي داليا شهر 7",911
124479,-200,,200,"08/16/25 00:00:00","أبو يوسف غسيل العربيه",918
120599,-70,,70,"08/17/25 00:00:00","إضافي صافي شهر 7",931
122469,-200,,200,"08/18/25 00:00:00","اوفو",938
161334,-70,,70,"08/19/25 00:00:00","منظفات",942
143618,27600,27600,,"08/20/25 00:00:00","طنطا",947
141658,-1150,,1150,"08/20/25 00:00:00","مصطفى السعدني",951
174483,-50,,50,"08/24/25 00:00:00","دالسعدني أبو يوسف",965
178843,-550,,550,"08/25/25 00:00:00","شفت د هبة",972
218586,56295,56295,,"08/31/25 00:00:00","داليا الشروق",1000
176426,-23000,,23000,"09/01/25 00:00:00","العيادة",1005
125200,-700,,700,"09/02/25 00:00:00","ابويوسف /الدكتوره",1010
110932,-385,,385,"07/27/25 00:00:00","اوردر السعدني ",807
141801,37935,38255,320,"08/05/25 00:00:00","تعاقد الشروق",871
120487,-1640,,1640,"08/13/25 00:00:00","قطرات 40",903
161434,100,100,,"08/19/25 00:00:00","قطرتين د سعيد",943
264366,7215,9215,2000,"08/30/25 00:00:00"," ورق 15*132",989
184171,-80000,,80000,"08/31/25 00:00:00","المشارط 2 بوكس",993
109430,-2400,6500,8900,"07/31/25 00:00:00","قطع غيار الكارينز/كفر الشيخ10-8",837
104150,-2000,,2000,"08/02/25 00:00:00","جمعية الرضوان +ا محمد سلطان",847
75128,-200,,200,"08/10/25 00:00:00","انستا",886
144008,-300,,300,"08/24/25 00:00:00","أبو يوسف",959
264291,-75,,75,"08/30/25 00:00:00","سكر 2ك",990
122665,-100,,100,"09/02/25 00:00:00","جولد أي",1017
121225,-170,,170,"09/03/25 00:00:00","اوردر السعدني",1022
108420,-910,,910,"09/04/25 00:00:00","د سعيد نسبة 6 كشوفات 5*140+1*210",1033
98075,5000,7010,2010,"09/06/25 00:00:00","كهربا",1042
97455,-100,,100,"09/06/25 00:00:00","اوفو",1046
128168,0,100,100,"09/07/25 00:00:00","هدير-سداد9-10",1051
108868,-90,,90,"09/08/25 00:00:00","أقلام",1057
147868,-6000,,6000,"09/09/25 00:00:00","حساب نضارة الدكتوره و السعدني",1059
130020,-155,,155,"09/10/25 00:00:00","شفت هدير10-9/عدم وجود فني يوم الأربعاء",1068
135780,-30,,30,"09/14/25 00:00:00","فرق د عمر",1078
141640,-300,,300,"09/16/25 00:00:00","طلبات للدكتورة",1092
99380,-20,,20,"09/20/25 00:00:00","صافي",1112
141998,46118,46318,200,"09/21/25 00:00:00","أبو يوسف",1116
118883,-4000,,4000,"09/24/25 00:00:00","شهرية جاد",1127
135753,2420,2900,480,"09/25/25 00:00:00","كحول 12 ازازه",1133
141189,100,100,,"09/27/25 00:00:00","زيادة",1143
139689,-90,,90,"09/28/25 00:00:00","نوري",1152
150614,-26100,,26100,"09/30/25 00:00:00","تحت حساب العيادة شهر9",1161
93553,3086,3111,25,"10/02/25 00:00:00","بسكوت د السعدني",1173
57918,-150,125,275,"10/06/25 00:00:00","م.رضا-سداد125يوم1-11",1194
50488,-500,,500,"10/07/25 00:00:00","محمود شلش صيانة كرسي اليونت",1201
24412,-1000,,1000,"10/11/25 00:00:00","كاميرا الشروق",1213
40307,-730,,730,"10/13/25 00:00:00","كفر الشيخ dvr+مواصلات",1219
73053,-540,,540,"10/14/25 00:00:00","اوردر مصطفى السعدني",1227
60824,-20000,,20000,"10/15/25 00:00:00","تأمينات",1234
63234,0,50,50,"10/16/25 00:00:00","ايمان ياسر",1238
65294,-850,,850,"10/20/25 00:00:00","كهربا",1253
69419,-20,,20,"10/20/25 00:00:00","مواصلات طه الصواف",1257
114589,-90,,90,"10/22/25 00:00:00","اوفو",1264
120879,-150,,150,"10/26/25 00:00:00","أبو يوسف / الدكتوره",1274
135784,0,1000,1000,"10/27/25 00:00:00","الشناوي يستردو السبت",1281
142764,-65,,65,"10/28/25 00:00:00","انستا",1288
152514,-90,,90,"10/29/25 00:00:00","اوفو",1299
71350,-500,,500,"11/01/25 00:00:00","الجمعية/دالسعدني",1315
93518,-20,,20,"09/22/25 00:00:00","م طه الصواف",1122
140989,-200,,200,"09/28/25 00:00:00",,1144
93212,-57312,,57312,"10/01/25 00:00:00","مرتبات",1163
70098,-3500,,3500,"10/05/25 00:00:00","امان-قسط الدكتورة",1181
53183,-20,,20,"10/05/25 00:00:00","مسامير",1186
26412,2970,3150,180,"10/11/25 00:00:00","نوري",1211
64894,-400,,400,"10/20/25 00:00:00","هدير من الصندوق",1254
153764,1465,1730,265,"10/30/25 00:00:00","لمبات كهرباء",1301
77285,5935,6025,90,"11/01/25 00:00:00","نوري",1316
95603,27560,27560,,"11/04/25 00:00:00",,1330
76605,-100000,,100000,"09/16/25 00:00:00","السعدني البيت",1097
92785,-100,,100,"09/17/25 00:00:00","نوري",1104
142764,0,20,20,"10/28/25 00:00:00","طه",1289
68923,-90,,90,"11/03/25 00:00:00","نوري",1326
95523,-80,,80,"11/04/25 00:00:00","مناديل",1331
35563,-960,,960,"11/05/25 00:00:00","اورانج260+فودافون700",1335
39391,-880,,880,"10/11/25 00:00:00","السعدني / ليكويد",1360
58496,-1000,,1000,"11/12/25 00:00:00","كهربا",1367
49576,-10000,,10000,"11/13/25 00:00:00","د السعدني اسكندريه/السعدني روضه/البنات",1371
70472,0,50,50,"11/16/25 00:00:00","الشناوي-تم سداد17-11",1386
68534,-200,,200,"11/18/25 00:00:00","ام محمود",1399
80049,-90,,90,"11/22/25 00:00:00","نوري",1413
86079,-10,,10,"11/23/25 00:00:00","سلك",1424
76939,-150,,150,"11/25/25 00:00:00","أبو يوسف",1437
74864,-90,,90,"11/25/25 00:00:00","اوفو",1442
80454,0,50,50,"11/26/25 00:00:00","طه",1446
81779,0,50,50,"11/27/25 00:00:00","رسالة د محمد",1450
80219,-240,,240,"11/29/25 00:00:00","عصام ابن سينا",1456
92604,14605,14785,180,"11/30/25 00:00:00","نوري",1462
19806,-20000,,20000,"12/01/25 00:00:00","تحت حساب العيادة شهر11",1466
19536,-20,,20,"12/02/25 00:00:00","طه الصواف",1474
31746,-1040,,1040,"12/03/25 00:00:00","اورانج+فودافون+د السعدني",1479
8678,-90,,90,"12/07/25 00:00:00","نوري",1487
30653,-90,,90,"12/09/25 00:00:00","اوفو",1491
32888,-14400,,14400,"12/10/25 00:00:00",,1496
9588,-20,,20,"12/15/25 00:00:00","مواصلات طه الصواف",1516
20533,-170,,170,"12/16/25 00:00:00","تصليح الحمام",1522
23703,0,100,100,"12/18/25 00:00:00","رضا-سداد من صنوق12",1528
55363,-1100,,1100,"12/21/25 00:00:00","نسبة د سعيد حتى اليوم",1535
54798,-4200,,4200,"12/24/25 00:00:00"," حساب جونتيات+شاش+مناديل+سرنجات 5و10",1546
69303,-360,,360,"12/29/25 00:00:00","عصام حساب ماوس وكيبورد حسن فايد",1565
28896,8430,8520,90,"12/31/25 00:00:00","جولد اي",1573
39222,-400,,400,"01/01/25 00:00:00","ابو يوسف",4
29802,-865,,865,"01/04/25 00:00:00","انستاباي مصطفى السعدني",20
39602,6200,6200,,"01/05/25 00:00:00","كفر الشيخ",23
17522,-200,,200,"01/06/25 00:00:00","مقدم 1000 كارت نضارة",29
19587,-170,,170,"01/11/25 00:00:00","اوفو510",50
31809,-150,,150,"01/16/25 00:00:00","طه التأمينات+مواصلات الصواف مرتين",66
165413,-170,,170,"01/26/25 00:00:00","اوفو1020",100
22976,-40,,40,"10/11/25 00:00:00","مواصلات الصواف مرتين",1353
40271,-90,,90,"11/11/25 00:00:00","نوري",1359
69894,28900,28900,,"11/18/25 00:00:00","طنطا",1396
77229,-90,,90,"11/20/25 00:00:00","اوفو",1410
86029,-50,,50,"11/23/25 00:00:00","م.رضا",1425
2398,-10,,10,"12/13/25 00:00:00","داليا",1507
58998,5200,7000,1800,"12/24/25 00:00:00","تلصيح البروجيكتور-الشروق",1545
22951,-25,,25,"10/11/25 00:00:00","سكر",1354
77094,-1400,,1400,"11/19/25 00:00:00","السعدني السجاده",1406
79959,-90,,90,"11/22/25 00:00:00","جولد اي",1414
71938,-20,,20,"12/29/25 00:00:00","مواصلات طه الصواف",1561
156978,-320,,320,"02/02/25 00:00:00","تعاقد الشروق",130
157430,-75,,75,"02/05/25 00:00:00","نوري525",148
147680,0,1000,1000,"02/08/25 00:00:00","نورا لاول الشهر",154
89933,-50350,,50350,"02/11/25 00:00:00","تأمينات",173
98178,7615,7840,225,"02/15/25 00:00:00","نوري1575",183
96398,-145,,145,"02/16/25 00:00:00","ابو يوسف / الدكتوره",187
118078,-100,,100,"02/17/25 00:00:00"," اساتك واظرف 60+40مواصلات ابن سينا",195
33956,310,460,150,"03/03/25 00:00:00","نوري225",249
42281,-5170,,5170,"03/05/25 00:00:00"," جونتيات5 علب+4اوفر شوز",265
39961,-24,,24,"03/15/25 00:00:00","شاي",299
45326,5620,10520,4900,"03/16/25 00:00:00"," لمبات للعيادة",301
68295,2265,2505,240,"03/22/25 00:00:00","بالطوهات",319
30376,4035,4035,,"04/05/25 00:00:00","تقفيل اوفوحتى31-3",350
43838,-320,,320,"04/08/25 00:00:00","تعاقد الشروق",367
24989,-3000,,3000,"04/13/25 00:00:00"," جاونات110*22+1 سرنجة5سم*315+1سرنجة3 سم*300",383
124952,-158,,158,"04/28/25 00:00:00","شفت هدير الاتنين28-4",428
142816,17404,17560,156,"04/30/25 00:00:00","شفت هديرالاربعاء30-4",440
43606,-800,,800,"05/12/25 00:00:00","فلورو تاتش2*350+الشحن",488
73705,-1010,,1010,"05/18/25 00:00:00","دعايا فيس",509
67124,21020,21200,180,"05/20/25 00:00:00","شاي وسكر الشروق",519
135593,-240,,240,"05/27/25 00:00:00","ميدرابيد 5 علب",538
139538,-2000,,2000,"05/29/25 00:00:00","الجمعيات (الرضوان+ا محمد سلطان )",544
75675,-19250,,19250,"06/03/25 00:00:00","ايجار الشروق",573
37182,-75,,75,"06/10/25 00:00:00","نوري600",589
66920,23950,25830,1880,"06/15/25 00:00:00","كهرباءالدار",602
147513,35770,35845,75,"06/18/25 00:00:00","نوري1050",623
176728,-3200,,3200,"06/24/25 00:00:00","بسيوني 1000/ اوردر الدكتوره 2200",641
175458,-156,,156,"06/30/25 00:00:00","هدير شفت فني30-6",667
94535,-56328,,56328,"07/01/25 00:00:00","المرتبات",674
109895,-11600,,11600,"07/05/25 00:00:00","عدسات شركة يس تسترد من د السعدني",690
94530,-1875,,1875,"07/06/25 00:00:00","السعدني / فلوماك",700
48914,-38528,,38528,"07/10/25 00:00:00","النسبة",720
98962,-400,,400,"07/14/25 00:00:00","تعاقد الشروق",734
54232,-250,,250,"07/16/25 00:00:00","ابو يوسف",752
100312,-20,,20,"07/21/25 00:00:00","مواصلات الصواف",769
124322,-100,,100,"07/23/25 00:00:00","ابو يوسف",788
115467,-4500,,4500,"07/27/25 00:00:00","تاب للعياده",804
173492,-25,,25,"07/29/25 00:00:00","توصيل",826
106405,-2400,,2400,"08/02/25 00:00:00","الدكتوره/تابروير",841
231370,-2100,,2100,"01/29/25 00:00:00","السعدني",109
39741,-5,,5,"02/26/25 00:00:00","نقص الشفت الاول",235
39706,-255,,255,"03/15/25 00:00:00","اوفو",300
13354,-16000,,16000,"04/10/25 00:00:00","مكافأة د السعدني",372
125110,3850,3850,,"04/28/25 00:00:00","طنطا",427
139368,-170,,170,"05/28/25 00:00:00","جولد اي",545
125162,-600,,600,"07/26/25 00:00:00","طابعة د سعيد",797
106150,-2975,,2975,"08/02/25 00:00:00","اوردر الدكتوره ",846
110611,-1100,,1100,"08/04/25 00:00:00","اورانج+فودافون/د السعدني",861
140011,-1750,,1750,"08/05/25 00:00:00","أبو يوسف تغيير زيت ",874
66432,-20,,20,"08/11/25 00:00:00","مواصلات الصواف",898
123679,-800,200,1000,"08/16/25 00:00:00","ساره لأول الشهر يخصم من المرتب + 200 قديم سداد 200 يوم 29-12",919
177498,0,10000,10000,"08/24/25 00:00:00","انستا السعدني تم السداد",961
176423,0,1000,1000,"08/27/25 00:00:00","الشناوي",977
254676,0,250,250,"08/27/25 00:00:00","ام محمود-14-10",984
118910,-57416,,57416,"09/01/25 00:00:00","مرتبات",1007
118495,-2730,,2730,"09/03/25 00:00:00","السعدني / ازاز العربيه",1023
109730,-24000,,24000,"09/03/25 00:00:00","فيزا cib من العياده",1030
128168,-100,,100,"09/07/25 00:00:00","صافي",1050
84502,-46546,,46546,"09/10/25 00:00:00","النسبة",1062
142110,-30,,30,"09/15/25 00:00:00","سلك+معالق",1089
91775,-1010,,1010,"09/17/25 00:00:00","كهربا",1105
93515,2900,3000,100,"09/18/25 00:00:00","نوري",1107
93858,-50000,,50000,"09/22/25 00:00:00","السعدني / البيت",1120
135629,-50,,50,"09/25/25 00:00:00","جمعيه د. محمد عبدالرحيم",1135
145249,-20,,20,"09/29/25 00:00:00","مواصلات طه الصواف",1156
100197,-150,,150,"10/01/25 00:00:00","تروسيكل",1168
95878,6730,8830,2100,"10/04/25 00:00:00","اوردر السعدني",1178
50988,-3050,,3050,"10/07/25 00:00:00","لمبة يونيت لد السعدني السفر",1200
47173,-420,,420,"10/13/25 00:00:00","اوردر هشام",1224
53984,-7050,,7050,"10/19/25 00:00:00","150مواصلات للجاونات والكروكس والباور سبلاي + جاون100*22+2 جلفز*1050+2 جلفز*975",1246
121029,-50,,50,"10/26/25 00:00:00","مواصلات مينا تورز",1273
140564,-1200,,1200,"10/29/25 00:00:00","عصام تحت حساب جوانتيات الشروق",1292
155209,2135,2135,,"11/01/25 00:00:00","تقفيل جولد أي حتى شهر 8",1306
44173,0,3500,3500,"11/06/25 00:00:00","شقة اسكندريه-سدادمن كفر الشيخ شهر 10",1342
49576,0,30000,30000,"11/15/25 00:00:00","حساب عدسات حالة كفرالشيخ تسترد من د سعيد غدا",1372
42314,-4000,,4000,"11/17/25 00:00:00","أبو يوسف نقدا+فيزا د السعدني",1390
74759,-150,,150,"11/23/25 00:00:00","أبو يوسف بسطرمه",1418
84914,4775,4775,,"11/24/25 00:00:00",,1431
84644,-270,,270,"11/24/25 00:00:00","نوري",1432
74504,-270,,270,"11/25/25 00:00:00","نوري",1444
79949,-90,,90,"11/29/25 00:00:00","جولد اي",1459
21696,2160,2160,,"12/02/25 00:00:00","تقفيل شهر 11 نوري",1475
-2627,-2300,,2300,"12/10/25 00:00:00","انستا مصطفى السعدني",1499
1303,-90,,90,"12/11/25 00:00:00","جولد اي",1505
20703,-155,,155,"12/16/25 00:00:00","شفت هدير",1521
55258,-50,,50,"12/21/25 00:00:00","مواصلات طه الكهرباء",1537
67513,19865,20070,205,"12/28/25 00:00:00","مياه",1556
24412,0,850,850,"10/11/25 00:00:00","داليا تم السداد",1214
62964,-180,,180,"10/16/25 00:00:00","اوفو",1240
31167,-820,,820,"01/04/25 00:00:00","اورانج+فودافون",18
17807,-450,,450,"01/05/25 00:00:00","عمولة دفع التأمينات",27
14172,-50,,50,"01/06/25 00:00:00","سباك",32
54668,7685,7835,150,"01/18/25 00:00:00","نوري 1125",71
44583,-1300,,1300,"01/19/25 00:00:00","كارت تحويل عيون الشروق1000*1.3",75
233695,-450,,450,"01/28/25 00:00:00","مرتجع كشف دالسعدني محمد سيد",106
158703,1725,1725,,"02/03/25 00:00:00","نوري تقفيل 1",131
146245,-2000,,2000,"02/09/25 00:00:00","محمد رمضان",160
121283,-41602,,41602,"02/10/25 00:00:00","النسبة",166
96543,-1200,,1200,"02/16/25 00:00:00","تجديد النفايات",186
100577,-800,,800,"02/25/25 00:00:00","ابو يوسف / بنزين و الدكتوره",227
49131,-75,,75,"03/05/25 00:00:00","منظفات",261
25302,-200,,200,"03/11/25 00:00:00","صيانة السيرفر",280
40082,4070,4295,225,"03/12/25 00:00:00","نوري825",286
68215,-80,,80,"03/22/25 00:00:00","مواصلات عصام ابن سينا 2 مرة",320
115235,-234,,234,"03/25/25 00:00:00","شفت ونص لهدير (فني) شفت يوم 24-3+نص شفت25-3",332
20813,-156,,156,"04/07/25 00:00:00","شفت هدير فني يوم 7-4",362
28379,5540,32140,26600,"04/13/25 00:00:00","ايجار بطرس",380
67929,-75,,75,"04/20/25 00:00:00","نوري825",404
121345,-150,,150,"04/27/25 00:00:00","نوري1125",425
82067,-308,,308,"05/03/25 00:00:00","دوا د السعدني",446
39578,-635,,635,"05/06/25 00:00:00","ورق70 جرام5*120+مواصلات",469
51898,12320,13010,690,"05/07/25 00:00:00","ورق جرام80*5*130+مواصلات(650+40)",471
36486,3000,3000,,"05/10/25 00:00:00","وارد من د السعدني فرق حساب العدسة 20000-17000",479
93191,-100,,100,"06/01/25 00:00:00","علاج دالسعدني",565
86520,0,200,200,"06/04/25 00:00:00","صافي/تمالسداد10-6",577
86000,-520,,520,"06/04/25 00:00:00","مصطفى السعدني",578
86000,0,400,400,"06/04/25 00:00:00","مصطفى طه/تم السداد10-6",579
76024,0,7000,7000,"06/16/25 00:00:00","ام محمود تم سداد 4000 يوم 27\7-سداد500 يوم10-9-2500 يوم14-10",610
175863,1575,1575,,"06/30/25 00:00:00","تقفيل نوري",672
118225,-30000,,30000,"07/03/25 00:00:00","فيزا cib يخصم من العياده",688
98062,-300,,300,"07/14/25 00:00:00","نوري",737
101517,-1880,,1880,"07/21/25 00:00:00","كهرباء الدار",764
124272,-50,,50,"07/23/25 00:00:00","صيانة تكييف الشروق",789
143007,-2050,,2050,"07/27/25 00:00:00","باقي كروت التحويل1500+160 4 مشاوير+2 ستاد للكود+6 ظرف",810
99200,-1250,,1250,"08/03/25 00:00:00","أبو يوسف بنزين و بسطرمه ",852
66752,-156,,156,"08/11/25 00:00:00","شفت هدير",895
127907,-550,,550,"08/13/25 00:00:00","شفت د هبة",906
123607,-4200,,4200,"08/14/25 00:00:00","ميتوميسن 7 علب*600",908
120499,-100,,100,"08/17/25 00:00:00","جولد أي",932
142833,1425,1935,510,"08/20/25 00:00:00","مواصلات عصام أسبوعين 240/ بلاطي 275",954
93678,-90,,90,"12/30/25 00:00:00","نوري",1568
236586,-150,,150,"08/27/25 00:00:00","أبو يوسف الدكتورة",980
125890,6980,7180,200,"09/01/25 00:00:00","نوري",1008
137430,-100,,100,"09/03/25 00:00:00","نوري",1027
97405,-50,,50,"09/06/25 00:00:00","م.رضا",1047
129810,-500,,500,"09/12/25 00:00:00","البنات",1075
104280,-1500,,1500,"09/14/25 00:00:00","اوردر د السعدني",1080
142440,7045,7200,155,"09/15/25 00:00:00","شفت صافي فني الاتنين15-9",1086
93283,-35,,35,"09/23/25 00:00:00","ينسون",1125
153679,12690,12940,250,"09/28/25 00:00:00","د السعدني أبو يوسف",1145
137689,-2000,,2000,"09/29/25 00:00:00","كهربا",1153
91933,-1620,,1620,"10/02/25 00:00:00","كشوفات د سعيد",1174
61964,-1000,,1000,"10/18/25 00:00:00","أبو يوسف بنزين",1241
115344,-950,,950,"10/23/25 00:00:00","اوردر د السعدني",1268
115164,-180,,180,"10/23/25 00:00:00","نوري",1269
156829,1620,1620,,"11/01/25 00:00:00","تقفيل نوري شهر 10",1307
76600,-53664,,53664,"11/01/25 00:00:00","مرتبات",1310
76088,-900,,900,"11/02/25 00:00:00","نسبة د سعيد شهر10( 6 كشوفات +متابعة)",1320
44173,0,2550,2550,"11/05/25 00:00:00","البنات / ماث-سداد من كفر الشيخ شهر 10",1340
72752,-65,,65,"11/16/25 00:00:00","انستا",1381
66189,-465,,465,"11/18/25 00:00:00","عدسات شهريه 2",1401
85294,-250,,250,"11/24/25 00:00:00","فلتر",1428
81779,1490,1545,55,"11/27/25 00:00:00","صابون",1449
13801,-155,,155,"12/01/25 00:00:00","شفت هدير",1470
30633,0,80,80,"12/09/25 00:00:00","طه-سداد10-12",1493
4943,4550,10550,6000,"12/14/25 00:00:00","مكافأة محمود عدد 40 يوم*150 من يوم22-9 حتى 30-11",1510
55308,-55,,55,"12/21/25 00:00:00","سكر 2 ك",1536
